name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,101.82ms,23.63us,76.00ns,24.15us,2.26us,23.37us,44.62us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613423,1000,153.15ms,83.06us,250.00ns,96.00us,122.61us,82.72us,2.46ms
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,102.58ms,83.18us,202.00ns,84.11us,3.85us,82.65us,162.43us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,50.96ms,23.40us,65.00ns,24.60us,4.72us,23.20us,95.07us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613423,1000,153.23ms,83.31us,83.00ns,86.17us,19.22us,82.94us,621.08us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,102.80ms,83.56us,138.00ns,84.71us,3.02us,82.99us,117.71us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,743,809.67ms,673.71us,4.65us,673.05us,23.89us,656.18us,1.26ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,16013977,786,610.50ms,631.48us,4.71us,636.55us,45.36us,617.98us,1.38ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,483,660.75ms,1.02ms,88.60us,1.04ms,111.47us,880.91us,1.67ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,276,713.38ms,1.81ms,3.69us,1.82ms,13.00us,1.80ms,1.99ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,126,1.57s,3.99ms,41.83us,4.01ms,339.75us,3.85ms,7.75ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,16013977,273,712.87ms,1.84ms,3.39us,1.84ms,10.67us,1.82ms,1.92ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,9,763.78ms,56.23ms,96.53us,56.50ms,688.46us,56.11ms,58.42ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,25,763.40ms,20.31ms,55.45us,20.39ms,298.42us,20.19ms,21.74ms
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,152.85ms,106.27us,2.07us,107.05us,4.95us,101.49us,169.09us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,102.34ms,50.35us,316.00ns,51.47us,3.34us,49.82us,102.25us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,102.02ms,75.40us,51.00ns,76.94us,11.55us,75.23us,412.96us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,102.27ms,41.22us,225.00ns,46.68us,37.30us,40.67us,921.69us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,102.34ms,61.74us,1.03us,65.08us,23.37us,59.42us,579.44us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,153.28ms,111.27us,115.00ns,112.44us,3.11us,110.93us,171.30us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,153.05ms,112.80us,2.42us,116.58us,45.27us,108.99us,1.15ms
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,51.70ms,36.74us,68.00ns,37.22us,1.71us,36.42us,52.15us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,102.65ms,77.03us,53.00ns,77.81us,2.01us,76.82us,91.08us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,456.74ms,340.07us,4.72us,341.32us,7.97us,330.14us,432.43us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,180,712.83ms,2.76ms,15.12us,2.78ms,37.48us,2.74ms,2.89ms
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,937,610.48ms,530.85us,2.01us,533.69us,13.11us,523.45us,696.51us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,302.50ms,204.81us,2.94us,207.92us,13.29us,198.82us,446.80us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,340,711.22ms,1.44ms,10.69us,1.47ms,194.04us,1.41ms,3.46ms
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,305.86ms,247.75us,3.10us,249.83us,8.03us,239.96us,299.81us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,405.95ms,309.05us,5.38us,312.08us,21.34us,293.66us,780.64us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,559.05ms,456.11us,5.59us,458.55us,22.20us,439.93us,723.41us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,938,560.41ms,526.50us,3.47us,533.16us,41.26us,515.07us,1.43ms
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,152.29ms,86.89us,1.88us,88.62us,6.21us,83.14us,146.94us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613357,1000,51.71ms,37.48us,89.00ns,38.63us,5.43us,37.11us,147.59us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,102.49ms,66.19us,47.00ns,68.70us,27.25us,66.02us,651.37us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,51.19ms,24.83us,353.00ns,24.86us,2.03us,23.41us,40.42us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613423,1000,51.71ms,35.26us,92.00ns,37.76us,4.78us,34.99us,67.05us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,102.88ms,83.51us,93.00ns,84.38us,2.61us,83.22us,123.87us
