name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/02-literal-alternate/sherlock-casei-en,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,899232,1000,551.99ms,481.94us,2.54us,482.61us,5.02us,472.00us,515.31us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,1570556,965,752.10ms,526.01us,6.94us,517.82us,18.79us,480.73us,565.58us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,1570556,798,601.07ms,623.77us,4.00us,626.74us,18.92us,609.98us,879.18us
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,1570556,54,751.96ms,9.38ms,19.99us,9.39ms,45.68us,9.31ms,9.55ms
curated/02-literal-alternate/sherlock-casei-ru,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,1570556,304,701.92ms,1.64ms,10.45us,1.65ms,26.31us,1.62ms,1.76ms
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,151.37ms,88.14us,1.16us,88.80us,3.83us,82.63us,121.34us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613357,1000,50.37ms,19.98us,43.00ns,20.23us,1.26us,19.79us,39.42us
hyperscan/literal-casei-english-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.44ms,66.18us,49.00ns,66.83us,1.89us,66.00us,85.02us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,150.50ms,87.84us,2.51us,88.83us,5.05us,83.08us,123.12us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613357,1000,50.41ms,20.08us,58.00ns,20.32us,1.55us,19.81us,46.58us
hyperscan/literal-casei-english-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.41ms,66.24us,43.00ns,66.90us,2.00us,66.03us,87.97us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,50.36ms,24.07us,553.00ns,24.47us,1.94us,23.35us,41.68us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613423,1000,100.42ms,83.33us,59.00ns,84.22us,2.38us,83.16us,110.61us
hyperscan/literal-casei-russian-nosom,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,101.29ms,83.46us,227.00ns,84.23us,2.66us,83.01us,125.04us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,50.36ms,23.79us,82.00ns,24.21us,1.83us,23.56us,40.33us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,613423,1000,100.40ms,83.47us,79.00ns,84.36us,2.78us,83.27us,133.74us
hyperscan/literal-casei-russian-som,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.42ms,83.49us,83.00ns,84.72us,13.80us,83.25us,515.64us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,697,803.20ms,715.79us,6.02us,716.88us,29.28us,704.30us,1.38ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,16013977,757,602.18ms,658.00us,3.36us,660.59us,7.73us,646.33us,719.98us
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,547,652.14ms,914.36us,1.53us,915.20us,7.69us,902.09us,0.98ms
imported/leipzig/twain-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,275,752.05ms,1.82ms,2.46us,1.82ms,7.54us,1.81ms,1.85ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,16013977,127,1.55s,3.94ms,44.17us,3.94ms,58.17us,3.81ms,4.09ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),hyperscan,5.4.2 2026-08-25,,16013977,267,752.25ms,1.88ms,2.48us,1.88ms,8.48us,1.86ms,1.92ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,16013977,9,751.80ms,55.71ms,78.51us,55.68ms,135.84us,55.44ms,55.90ms
imported/leipzig/tom-sawyer-huckle-fin-insensitive,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,16013977,25,751.32ms,20.47ms,33.36us,20.47ms,57.69us,20.37ms,20.60ms
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,150.49ms,105.82us,1.87us,106.39us,3.31us,101.30us,131.94us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.46ms,58.64us,1.24us,59.44us,2.62us,56.64us,90.90us
imported/sherlock/name-sherlock-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,100.42ms,75.71us,51.00ns,76.42us,1.90us,75.52us,93.50us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,100.45ms,41.09us,185.00ns,41.69us,2.09us,40.52us,67.36us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,100.43ms,75.46us,2.11us,76.32us,3.50us,72.04us,119.37us
imported/sherlock/name-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,150.50ms,111.71us,141.00ns,112.74us,2.22us,111.21us,130.61us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,150.50ms,112.76us,888.00ns,113.61us,3.36us,108.92us,134.13us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,50.35ms,37.63us,264.00ns,38.14us,1.91us,36.97us,59.71us
imported/sherlock/name-sherlock-holmes-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,100.40ms,77.08us,53.00ns,77.87us,2.15us,76.88us,101.04us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,451.38ms,341.75us,3.27us,342.07us,5.14us,332.18us,373.01us
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,182,751.10ms,2.75ms,7.20us,2.75ms,12.69us,2.71ms,2.81ms
imported/sherlock/name-alt3-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,932,601.02ms,536.88us,3.44us,536.68us,5.91us,520.03us,601.00us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,301.58ms,206.97us,2.71us,207.52us,4.41us,199.39us,256.59us
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,337,651.95ms,1.48ms,9.78us,1.48ms,19.78us,1.45ms,1.57ms
imported/sherlock/name-alt5-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,1000,301.65ms,244.03us,2.31us,243.86us,3.26us,240.06us,267.54us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,594933,1000,351.02ms,308.67us,3.28us,308.97us,5.47us,295.05us,335.42us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,594933,1000,551.99ms,466.73us,3.89us,467.02us,6.61us,450.39us,521.44us
imported/sherlock/the-casei,count-spans,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,594933,912,601.13ms,520.25us,5.50us,548.27us,57.21us,507.73us,739.24us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613357,1000,150.55ms,88.36us,3.26us,96.02us,16.77us,82.72us,153.53us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613357,1000,50.36ms,37.85us,207.00ns,38.31us,1.70us,37.33us,57.56us
opt/prefilter/literal-casei-english,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613357,1000,100.41ms,66.17us,44.00ns,66.88us,2.20us,66.00us,88.14us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),casei,casei-rebar 1,,613423,1000,50.38ms,23.64us,97.00ns,24.06us,1.89us,23.38us,44.55us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),pcre2/jit,10.47 2025-10-21,,613423,1000,50.37ms,36.23us,88.00ns,36.69us,1.96us,35.96us,57.60us
opt/prefilter/literal-casei-russian,count,0.1.0 (rev 463d00f318),rust/regex,1.12.4,,613423,1000,100.42ms,83.59us,100.00ns,84.45us,2.36us,83.27us,104.72us
